,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,avg_cost_price
9491,Ford,Figo,9.0,115000.0,Dealer,Diesel,Manual,20.0,1399.0,68.0,5.0,3.5,9.175
9492,Maruti,Swift Dzire,5.0,35000.0,Individual,Diesel,Manual,26.59,1248.0,74.0,5.0,6.0,8.329472891566265
9494,Mahindra,Scorpio,3.0,6345.0,Dealer,Diesel,Manual,16.36,2179.0,140.0,7.0,14.25,16.975
9495,Hyundai,i20,6.0,60000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,5.0,10.065
9496,Hyundai,i20,9.0,74357.0,Dealer,Petrol,Manual,17.0,1197.0,80.0,5.0,4.7,10.715
9498,Hyundai,i20,3.0,25000.0,Individual,Petrol,Manual,17.19,1197.0,81.86,5.0,6.0,10.810042134831459
9500,Mahindra,KUV,5.0,65000.0,Dealer,Diesel,Manual,25.32,1198.0,77.0,6.0,3.45,7.8038333333333325
9501,Maruti,Swift,4.0,100000.0,Individual,Diesel,Manual,28.4,1248.0,74.0,5.0,5.8,7.746715686274511
9502,Volkswagen,Polo,8.0,23000.0,Dealer,Petrol,Manual,16.47,1198.0,73.9,5.0,3.5,8.65
9504,Tata,Nexon,3.0,47000.0,Individual,Diesel,Manual,21.5,1497.0,108.5,5.0,6.8,12.14
9505,Hyundai,Verna,5.0,27000.0,Dealer,Petrol,Manual,17.43,1396.0,105.5,5.0,5.5,14.578887559808614
9506,Ford,Ecosport,3.0,18000.0,Dealer,Diesel,Manual,23.0,1498.0,98.96,5.0,10.5,12.21
9507,Tata,Nexon,1.0,5000.0,Individual,Petrol,Manual,17.0,1198.0,108.5,5.0,7.5,10.625
9508,Ford,Ecosport,7.0,54000.0,Dealer,Diesel,Manual,22.7,1498.0,89.84,5.0,5.2,11.6
9510,Renault,Duster,4.0,51430.0,Dealer,Diesel,Manual,19.87,1461.0,83.8,5.0,6.25,14.16888888888889
9512,Honda,WR-V,4.0,36000.0,Dealer,Petrol,Manual,17.5,1199.0,88.7,5.0,6.25,11.439886363636363
9513,Hyundai,i20,5.0,60000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,5.15,10.4
9514,Hyundai,i10,9.0,35000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,2.45,6.93
9515,Honda,City,2.0,9000.0,Dealer,Petrol,Automatic,18.0,1497.0,117.6,5.0,11.5,14.275
9517,Hyundai,Grand,1.0,3800.0,Individual,Petrol,Manual,20.7,1197.0,81.86,5.0,6.0,7.071195054945055
9518,Maruti,Wagon R,4.0,40000.0,Individual,CNG,Manual,26.6,998.0,58.16,5.0,3.3,6.185
9519,Renault,KWID,4.0,20914.0,Dealer,Petrol,Manual,23.01,999.0,67.0,5.0,3.4,5.005
9520,Maruti,Wagon R,3.0,45455.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5.0,4.25,6.345
9521,Honda,Amaze,3.0,70000.0,Individual,Petrol,Automatic,18.1,1199.0,88.7,5.0,6.2,8.52
9522,Maruti,Ignis,3.0,20000.0,Individual,Petrol,Manual,20.89,1197.0,81.8,5.0,5.7,6.92
9523,Maruti,Alto,14.0,46000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,1.1,4.112027027027027
9524,Honda,City,8.0,15000.0,Individual,Petrol,Manual,16.8,1497.0,116.3,5.0,4.7,14.275
9527,Hyundai,i20,5.0,20000.0,Dealer,Petrol,Manual,17.19,1197.0,81.86,5.0,5.4,10.810042134831459
9529,Hyundai,Venue,2.0,28600.0,Individual,Diesel,Manual,23.7,1396.0,88.7,5.0,10.5,11.37
9530,Maruti,Wagon R,6.0,90000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,3.0,6.135
9531,Toyota,Innova,2.0,25000.0,Individual,Diesel,Manual,13.68,2393.0,147.8,8.0,19.5,23.73
9532,Maruti,Ciaz,2.0,30000.0,Individual,Petrol,Automatic,20.28,1462.0,103.25,5.0,9.6,11.29
9533,Maruti,Wagon R,6.0,90000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,4.0,6.135
9534,Maruti,Swift Dzire,2.0,15000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,7.57,8.329472891566265
9535,Hyundai,i10,5.0,30000.0,Individual,Petrol,Manual,19.81,1086.0,68.05,5.0,3.25,7.138266666666667
9536,Honda,City,6.0,45000.0,Dealer,Diesel,Manual,25.1,1498.0,98.6,5.0,5.75,15.21
9538,Tata,Tiago,4.0,50000.0,Individual,Petrol,Manual,23.84,1199.0,84.0,5.0,4.0,6.64
9541,Datsun,RediGO,5.0,13000.0,Dealer,Petrol,Manual,22.7,799.0,53.64,5.0,2.85,4.593384615384615
9544,Volkswagen,Polo,6.0,40346.0,Dealer,Petrol,Manual,16.47,1198.0,74.0,5.0,4.0,9.286482558139534
9548,Ford,Ecosport,2.0,18500.0,Individual,Petrol,Manual,17.0,1497.0,121.31,5.0,9.5,10.965
9549,Maruti,Ciaz,5.0,18000.0,Dealer,Petrol,Manual,20.73,1373.0,91.1,5.0,5.25,10.985
9550,Maruti,Swift,10.0,70000.0,Individual,Petrol,Manual,16.1,1197.0,85.0,5.0,2.4,7.52
9551,Hyundai,i20,5.0,62000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,5.0,10.465
9552,Mahindra,Bolero,9.0,200000.0,Individual,Diesel,Manual,13.6,2523.0,63.0,8.0,4.0,9.595
9554,Hyundai,Grand,4.0,18000.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5.0,4.6,6.93
9555,Maruti,Wagon R,5.0,63554.0,Dealer,Petrol,Manual,20.51,998.0,67.04,5.0,3.5,6.185168439716312
9557,Hyundai,i10,14.0,55756.0,Dealer,Petrol,Manual,19.81,1086.0,68.05,5.0,2.0,7.03
9558,Tata,Tiago,2.0,21860.0,Dealer,Petrol,Manual,23.84,1199.0,84.48,5.0,4.25,6.773722222222222
9559,Tata,Tiago,3.0,20000.0,Individual,Petrol,Manual,23.84,1199.0,84.0,5.0,4.4,6.53
9560,Maruti,Swift Dzire,3.0,40000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,7.4,8.329472891566265
9564,Hyundai,i20,10.0,17728.0,Individual,Petrol,Manual,18.5,1197.0,80.0,5.0,2.15,10.065
9565,Maruti,Swift,7.0,60000.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,4.75,7.746715686274511
9566,Ford,Figo,10.0,54263.0,Dealer,Diesel,Manual,20.0,1399.0,68.0,5.0,2.25,9.0
9567,Mahindra,XUV500,9.0,130000.0,Dealer,Diesel,Manual,15.1,2179.0,140.0,7.0,8.5,20.01618556701031
9569,Hyundai,Santro,13.0,89346.0,Individual,Petrol,Manual,17.92,1086.0,63.0,5.0,1.0,6.376
9571,Maruti,Vitara,2.0,40000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,9.0,10.815
9572,Maruti,Swift,5.0,110000.0,Individual,Diesel,Manual,25.2,1248.0,74.0,5.0,5.0,7.746715686274511
9574,Tata,Nexon,3.0,4200.0,Individual,Petrol,Manual,17.0,1198.0,108.5,5.0,7.55,10.335
9576,Maruti,Alto,6.0,40000.0,Dealer,Petrol,Manual,23.95,998.0,67.05,5.0,3.25,4.112027027027027
9577,Maruti,Wagon R,3.0,30000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,4.25,6.03
9578,Tata,Safari,4.0,50000.0,Individual,Diesel,Manual,14.1,2179.0,147.94,7.0,8.9,18.13
9579,Tata,Safari,14.0,80000.0,Individual,Petrol,Manual,12.0,2092.0,127.0,7.0,0.7,18.13
9580,Hyundai,i20,8.0,36000.0,Dealer,Petrol,Manual,18.5,1197.0,82.9,5.0,3.24,10.065
9581,Maruti,Alto,10.0,29000.0,Dealer,Petrol,Manual,19.7,796.0,46.3,5.0,1.8,4.112027027027027
9582,Maruti,Swift,4.0,90000.0,Individual,Petrol,Manual,22.0,1197.0,81.8,5.0,4.5,7.746715686274511
9584,Maruti,Swift Dzire,3.0,18000.0,Dealer,Petrol,Manual,20.85,1197.0,83.14,5.0,6.5,8.329472891566265
9586,Toyota,Innova,10.0,146781.0,Dealer,Diesel,Manual,12.8,2494.0,102.0,7.0,6.1,24.848359375
9587,Hyundai,Elantra,3.0,32000.0,Dealer,Petrol,Automatic,14.62,1999.0,149.92,5.0,11.99,21.17
9588,Maruti,Alto,3.0,20000.0,Individual,Petrol,Manual,24.7,796.0,47.3,5.0,3.22,3.92
9589,Maruti,Vitara,3.0,64000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,7.9,10.815
9590,Mahindra,KUV,5.0,36000.0,Individual,Petrol,Manual,18.15,1198.0,82.0,5.0,4.0,7.57
9591,Maruti,Swift,3.0,30000.0,Individual,Petrol,Manual,22.0,1197.0,81.8,5.0,5.5,7.52
9592,Maruti,Baleno,3.0,25000.0,Individual,Petrol,Manual,21.4,1197.0,83.1,5.0,7.0,8.485
9593,Mahindra,XUV300,2.0,11840.0,Individual,Petrol,Manual,17.0,1197.0,110.0,5.0,11.9,11.15
9596,Honda,WR-V,1.0,5000.0,Individual,Petrol,Manual,17.5,1199.0,88.7,5.0,9.25,10.31
9598,Maruti,Alto,8.0,38600.0,Dealer,Petrol,Manual,20.92,998.0,67.1,5.0,2.29,4.112027027027027
9601,Hyundai,Creta,5.0,20234.0,Trustmark Dealer,Petrol,Manual,15.8,1591.0,121.3,5.0,9.25,16.115
9602,Mahindra,Scorpio,6.0,80000.0,Individual,Diesel,Manual,15.4,1997.0,120.0,7.0,9.0,17.075
9604,Hyundai,Creta,6.0,85000.0,Individual,Diesel,Manual,19.67,1582.0,126.2,5.0,8.6,16.308185053380782
9605,Maruti,Wagon R,11.0,20000.0,Individual,Petrol,Manual,18.9,998.0,67.1,5.0,3.5,6.135
9606,Maruti,Swift Dzire,6.0,100000.0,Individual,Diesel,Manual,26.59,1248.0,74.0,5.0,5.0,8.329472891566265
9610,Maruti,Swift Dzire,6.0,26000.0,Individual,Petrol,Manual,20.85,1197.0,83.14,5.0,4.75,8.25
9611,Mahindra,Scorpio,6.0,40000.0,Individual,Diesel,Manual,15.4,2523.0,75.0,9.0,8.0,16.725
9612,Renault,KWID,2.0,30000.0,Individual,Petrol,Manual,23.01,999.0,67.0,5.0,3.5,5.215
9614,Honda,City,7.0,30000.0,Individual,Petrol,Manual,17.4,1497.0,117.3,5.0,6.25,14.905
9615,Honda,Civic,10.0,180000.0,Individual,Petrol,Manual,14.8,1799.0,130.2,5.0,3.5,22.725
9616,Hyundai,i10,9.0,31000.0,Individual,Petrol,Manual,19.81,1086.0,68.05,5.0,2.52,7.138266666666667
9618,Honda,City,6.0,80000.0,Individual,Diesel,Manual,25.1,1498.0,98.6,5.0,6.0,15.775
9620,Maruti,Celerio,3.0,15000.0,Individual,Petrol,Manual,21.63,998.0,67.0,5.0,4.0,6.205
9623,Maruti,Alto,7.0,37604.0,Dealer,Petrol,Manual,20.92,998.0,67.1,5.0,3.0,4.112027027027027
9624,Maruti,Eeco,7.0,50000.0,Individual,Petrol,Manual,15.37,1196.0,73.0,7.0,2.5,4.755
9625,Hyundai,Verna,8.0,42000.0,Dealer,Diesel,Manual,22.32,1582.0,126.32,5.0,4.15,14.44
9626,Mahindra,Scorpio,8.0,130000.0,Individual,Diesel,Manual,12.05,2179.0,120.0,8.0,5.5,16.725
9627,Hyundai,i20,4.0,35000.0,Dealer,Petrol,Manual,18.5,1197.0,82.85,5.0,5.45,10.810042134831459
9628,Toyota,Innova,2.0,15000.0,Individual,Diesel,Manual,13.68,2393.0,147.8,8.0,15.7,22.91
9629,Honda,City,6.0,48000.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,6.5,15.21
9631,Mahindra,Bolero,9.0,100000.0,Individual,Diesel,Manual,15.96,2523.0,62.1,7.0,3.6,9.57
9633,Maruti,Eeco,5.0,50000.0,Individual,Petrol,Manual,15.37,1196.0,73.0,7.0,3.5,4.755
9635,Ford,Ecosport,3.0,5972.0,Dealer,Diesel,Manual,21.7,1498.0,98.96,5.0,9.75,11.21
9636,Honda,City,6.0,51000.0,Dealer,Petrol,Manual,17.4,1497.0,117.3,5.0,5.5,14.905
9637,Mahindra,Bolero,6.0,170000.0,Individual,Diesel,Manual,15.96,2523.0,62.1,7.0,5.2,9.815
9639,Hyundai,i20,4.0,12000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,7.75,10.715
9640,Maruti,Alto,7.0,50000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,2.1,3.975
9641,Mahindra,Bolero,5.0,120000.0,Individual,Diesel,Manual,15.96,2523.0,63.0,9.0,5.2,9.515
9642,Renault,Duster,8.0,80000.0,Individual,Diesel,Manual,20.45,1461.0,83.8,5.0,3.8,14.16888888888889
9643,Honda,City,7.0,110000.0,Individual,Diesel,Manual,26.0,1498.0,98.6,5.0,6.0,15.1924613003096
9644,Renault,Duster,6.0,63000.0,Dealer,Diesel,Manual,20.45,1461.0,83.8,5.0,5.5,14.16888888888889
9646,Toyota,Innova,4.0,71000.0,Individual,Diesel,Manual,13.68,2393.0,147.8,7.0,15.75,23.975
9649,Hyundai,Creta,3.0,82000.0,Dealer,Diesel,Manual,19.67,1582.0,126.2,5.0,11.35,16.0
9651,Maruti,Swift Dzire,9.0,47000.0,Dealer,Diesel,Manual,23.4,1248.0,74.0,5.0,3.71,8.329472891566265
9652,Tata,Tiago,4.0,32455.0,Dealer,Petrol,Manual,23.84,1199.0,84.0,5.0,4.0,6.773722222222222
9653,Hyundai,Creta,6.0,72000.0,Dealer,Diesel,Manual,19.67,1582.0,126.2,5.0,9.5,16.0
9654,Maruti,Swift,2.0,15000.0,Individual,Petrol,Manual,22.0,1197.0,81.8,5.0,7.1,7.925
9655,Honda,City,19.0,110000.0,Individual,Petrol,Manual,13.0,1493.0,100.0,5.0,0.5,14.775
9656,Maruti,Alto,5.0,50000.0,Individual,Petrol,Manual,23.95,998.0,67.05,5.0,2.76,4.112027027027027
9657,Tata,Nexon,4.0,20000.0,Individual,Petrol,Manual,17.0,1198.0,108.5,5.0,5.5,10.675
9658,Mahindra,Bolero,11.0,85000.0,Individual,Diesel,Manual,13.6,2523.0,63.0,7.0,3.3,9.57
9659,Maruti,Wagon R,7.0,70000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,4.0,6.255
9660,Volkswagen,Polo,2.0,13000.0,Dealer,Petrol,Manual,16.2,1199.0,74.0,5.0,4.8,9.286482558139534
9661,Hyundai,Santro,13.0,64022.0,Dealer,Petrol,Manual,17.92,1086.0,62.1,5.0,1.8,6.376
9662,Hyundai,i20,4.0,110000.0,Individual,Diesel,Manual,22.54,1396.0,88.73,5.0,6.7,10.83
9664,Maruti,Alto,2.0,30000.0,Individual,Petrol,Manual,23.95,998.0,67.05,5.0,3.63,4.112027027027027
9665,Maruti,Ciaz,7.0,78000.0,Individual,Diesel,Manual,26.21,1248.0,88.5,5.0,6.25,11.595719424460432
9666,Mahindra,Bolero,5.0,58800.0,Dealer,Diesel,Manual,13.6,2523.0,63.0,7.0,5.85,9.815
9668,Ford,Figo,5.0,70000.0,Individual,Diesel,Manual,25.83,1498.0,99.0,5.0,4.0,9.0
9669,Hyundai,i20,5.0,10487.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,4.49,10.065
9674,Mahindra,Scorpio,8.0,100000.0,Individual,Diesel,Manual,15.4,2179.0,120.0,8.0,6.5,17.309853556485354
9676,Renault,Duster,8.0,100000.0,Individual,Diesel,Manual,19.01,1461.0,108.45,5.0,3.25,14.16888888888889
9677,Hyundai,i20,9.0,45000.0,Individual,Petrol,Manual,17.0,1197.0,80.0,5.0,3.8,10.065
9679,Maruti,Swift Dzire,4.0,50000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,7.4,8.329472891566265
9680,Maruti,Vitara,4.0,39000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,8.8,10.815
9681,Mahindra,Scorpio,3.0,40000.0,Individual,Diesel,Manual,16.36,2179.0,140.0,7.0,12.0,17.01
9682,Ford,Freestyle,3.0,50000.0,Individual,Petrol,Manual,19.0,1194.0,94.68,5.0,6.25,7.775
9684,Maruti,Ignis,4.0,8600.0,Individual,Petrol,Manual,20.89,1197.0,81.8,5.0,6.0,6.92
9685,Ford,Figo,5.0,35000.0,Dealer,Petrol,Manual,18.16,1196.0,86.8,5.0,5.0,8.737458333333333
9686,Ford,Ecosport,5.0,48000.0,Dealer,Petrol,Automatic,16.5,1499.0,110.0,5.0,6.99,11.718629283489095
9687,Maruti,Ertiga,8.0,55000.0,Dealer,Diesel,Manual,25.47,1248.0,88.5,7.0,7.1,10.45789156626506
9690,Maruti,Swift Dzire,5.0,120000.0,Individual,Diesel,Manual,26.59,1248.0,74.0,5.0,5.0,8.329472891566265
9694,Maruti,Baleno,4.0,35000.0,Individual,Petrol,Manual,21.4,1197.0,83.1,5.0,6.0,8.475
9695,Maruti,Alto,11.0,87743.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,1.5,4.112027027027027
9697,Mahindra,KUV100,5.0,51630.0,Dealer,Diesel,Manual,25.32,1198.0,77.0,6.0,2.45,7.6455
9699,Mahindra,XUV500,7.0,43000.0,Dealer,Diesel,Manual,15.1,2179.0,140.0,7.0,7.25,19.135
9700,Toyota,Innova,7.0,82000.0,Dealer,Diesel,Manual,12.99,2494.0,100.6,8.0,8.79,24.848359375
9704,Hyundai,i10,11.0,50000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,2.1,7.138266666666667
9705,Tata,Safari,5.0,100000.0,Individual,Diesel,Manual,14.1,2179.0,153.86,7.0,7.5,18.13
9706,Tata,Tiago,2.0,12000.0,Individual,Petrol,Manual,23.84,1199.0,84.0,5.0,4.7,6.64
9707,Mahindra,Bolero,4.0,59170.0,Dealer,Diesel,Manual,16.5,1493.0,70.0,7.0,5.95,9.775352564102565
9708,Maruti,Alto,11.0,41000.0,Dealer,Petrol,Manual,19.7,796.0,46.3,5.0,1.6,4.112027027027027
9709,Hyundai,Venue,1.0,10000.0,Individual,Diesel,Manual,23.7,1493.0,98.6,5.0,10.0,11.06
9710,Maruti,Celerio,6.0,50000.0,Individual,Petrol,Manual,23.1,998.0,67.04,5.0,3.05,5.675
9711,Maruti,Wagon R,3.0,32000.0,Individual,Petrol,Manual,21.79,998.0,67.05,5.0,4.35,6.185168439716312
9712,Hyundai,i20,11.0,80000.0,Individual,Petrol,Manual,17.0,1197.0,80.0,5.0,2.5,10.35
9713,Ford,Figo,9.0,90000.0,Individual,Diesel,Manual,20.0,1399.0,68.0,5.0,1.5,9.0
9715,Mahindra,XUV500,7.0,82001.0,Dealer,Diesel,Manual,15.1,2179.0,140.0,7.0,7.55,20.01618556701031
9716,Maruti,Alto,7.0,33000.0,Dealer,Petrol,Manual,22.74,796.0,47.3,5.0,2.37,3.92
9717,Hyundai,i20,4.0,35000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,6.25,10.715
9719,Maruti,Swift Dzire,6.0,80000.0,Individual,CNG,Manual,19.0,1197.0,85.8,5.0,3.25,7.18
9720,Hyundai,Grand,5.0,35000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5.0,4.2,7.03
9721,Ford,Figo,7.0,63407.0,Dealer,Diesel,Manual,20.0,1399.0,68.05,5.0,4.4,9.0
9722,Mahindra,XUV500,3.0,27300.0,Individual,Diesel,Automatic,15.1,2179.0,152.87,7.0,16.05,19.135
9723,Mahindra,Bolero,9.0,68000.0,Individual,Diesel,Manual,15.96,2523.0,62.1,7.0,4.0,9.515
9725,Mahindra,XUV500,3.0,50000.0,Individual,Diesel,Manual,15.1,2179.0,152.87,7.0,13.5,19.51
9726,Maruti,Alto,3.0,32000.0,Dealer,Petrol,Manual,24.7,796.0,47.3,5.0,2.8,4.112027027027027
9727,Maruti,Ertiga,4.0,25000.0,Individual,Petrol,Manual,17.5,1373.0,91.1,7.0,6.3,10.11
9728,Renault,KWID,6.0,5000.0,Individual,Petrol,Manual,25.17,799.0,53.3,5.0,2.5,4.755
9729,Hyundai,i10,8.0,52000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,2.35,7.138266666666667
9731,Ford,Figo,10.0,36000.0,Individual,Petrol,Manual,15.6,1196.0,70.0,5.0,1.85,7.095
9732,Maruti,Wagon R,9.0,53000.0,Dealer,Petrol,Manual,21.5,1197.0,81.8,5.0,2.75,6.185168439716312
9733,Hyundai,Grand,4.0,29000.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5.0,4.67,6.93
9735,Hyundai,Creta,5.0,60000.0,Individual,Diesel,Manual,19.67,1582.0,126.2,5.0,9.75,15.46
9738,Hyundai,Grand,3.0,21000.0,Dealer,Petrol,Manual,18.9,1197.0,81.86,5.0,5.8,7.19
9739,Volkswagen,Polo,7.0,71377.0,Dealer,Diesel,Manual,22.07,1199.0,73.9,5.0,3.65,9.286482558139534
9740,Honda,City,2.0,21000.0,Dealer,Diesel,Manual,25.6,1498.0,97.9,5.0,10.5,15.21
9741,Hyundai,i20,1.0,5000.0,Individual,Petrol,Automatic,17.4,1197.0,81.86,5.0,7.3,10.35
9742,Maruti,Alto,5.0,15000.0,Individual,Petrol,Manual,24.7,796.0,47.3,5.0,2.89,3.92
9744,Maruti,Wagon R,6.0,37564.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5.0,3.3,6.03
9745,Maruti,Alto,6.0,50000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,2.5,3.92
9747,Honda,WR-V,4.0,34250.0,Dealer,Petrol,Manual,17.5,1199.0,88.7,5.0,8.25,10.61
9748,Tata,Tiago,5.0,29200.0,Individual,Diesel,Manual,27.28,1047.0,69.0,5.0,3.2,6.773722222222222
9749,Honda,City,4.0,44316.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,7.4,15.1924613003096
9750,Toyota,Innova,13.0,90000.0,Dealer,Diesel,Manual,12.8,2494.0,102.0,8.0,6.95,24.848359375
9752,Hyundai,i20,4.0,39000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,5.95,10.810042134831459
9753,Maruti,Swift Dzire,9.0,120000.0,Individual,Diesel,Manual,19.3,1248.0,73.9,5.0,4.5,8.329472891566265
9754,Maruti,Swift,5.0,55000.0,Dealer,Diesel,Manual,22.9,1248.0,74.0,5.0,4.51,7.746715686274511
9758,Maruti,Wagon R,6.0,30000.0,Individual,Petrol,Automatic,20.51,998.0,67.04,5.0,3.3,6.185168439716312
9759,Ford,Ecosport,2.0,15000.0,Dealer,Diesel,Manual,22.77,1498.0,98.59,5.0,8.75,11.718629283489095
9760,Maruti,Alto,10.0,30000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,1.5,4.112027027027027
9764,Maruti,Wagon R,14.0,70000.0,Individual,Petrol,Manual,18.9,1061.0,67.0,5.0,0.8,6.135
9765,Maruti,Ignis,4.0,8000.0,Individual,Petrol,Manual,20.89,1197.0,81.8,5.0,4.2,7.055
9766,Honda,Amaze,6.0,66000.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5.0,4.15,9.93
9767,Maruti,Swift Dzire,4.0,33800.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,5.8,8.329472891566265
9768,Maruti,Alto,6.0,38000.0,Dealer,Petrol,Manual,23.95,998.0,67.05,5.0,2.6,4.112027027027027
9769,Renault,KWID,5.0,40000.0,Individual,Petrol,Manual,23.01,999.0,67.0,5.0,2.55,5.067586206896552
9771,Maruti,Wagon R,6.0,32000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,3.2,6.03
9772,Hyundai,i20,3.0,25000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,6.45,10.065
9775,Tata,Tiago,5.0,35000.0,Individual,Petrol,Manual,23.84,1199.0,84.0,5.0,3.0,6.975
9776,Maruti,Swift,9.0,40000.0,Individual,Petrol,Manual,18.6,1197.0,85.8,5.0,3.2,7.52
9777,Maruti,Alto,6.0,36668.0,Dealer,Petrol,Manual,22.74,796.0,47.3,5.0,2.7,3.92
9778,Tata,Tiago,5.0,60000.0,Individual,Diesel,Manual,27.28,1047.0,69.0,5.0,4.0,6.773722222222222
9780,Maruti,Swift,8.0,60000.0,Individual,Diesel,Manual,22.9,1248.0,74.0,5.0,3.6,7.746715686274511
9781,Honda,Amaze,4.0,70000.0,Individual,Diesel,Manual,25.8,1498.0,98.6,5.0,4.5,9.975
9783,Mahindra,KUV,5.0,35000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,7.0,7.8038333333333325
9785,Maruti,Swift Dzire,9.0,50000.0,Individual,Petrol,Manual,20.85,1197.0,83.14,5.0,4.0,8.25
9786,Maruti,Swift,6.0,50000.0,Individual,Diesel,Manual,28.4,1248.0,74.0,5.0,4.75,7.746715686274511
9787,Renault,Duster,6.0,25000.0,Individual,Petrol,Manual,13.24,1598.0,102.57,5.0,4.5,13.475
9788,Maruti,Baleno,3.0,35000.0,Individual,Petrol,Manual,21.4,1197.0,83.1,5.0,5.4,8.475
9789,Hyundai,i20,6.0,80000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,4.25,10.35
9790,Maruti,Baleno,5.0,50000.0,Individual,Diesel,Manual,27.39,1248.0,74.0,5.0,7.25,8.693429752066116
9791,Maruti,Ignis,3.0,20000.0,Individual,Petrol,Manual,20.89,1197.0,81.8,5.0,5.2,6.92
9792,Maruti,Swift Dzire,6.0,52000.0,Dealer,Diesel,Manual,26.59,1248.0,74.0,5.0,4.49,8.329472891566265
9793,Maruti,Celerio,7.0,35000.0,Individual,Petrol,Manual,23.1,998.0,67.04,5.0,3.5,5.675
9794,Hyundai,Creta,4.0,70000.0,Individual,Diesel,Manual,21.38,1396.0,88.7,5.0,8.5,16.03
9795,Maruti,Alto,5.0,20000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,2.35,4.112027027027027
9796,Maruti,Vitara,4.0,15000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,7.4,10.815
9797,Hyundai,Verna,7.0,35000.0,Individual,Petrol,Manual,17.01,1591.0,121.3,5.0,5.5,12.85
9799,Ford,Figo,6.0,61879.0,Dealer,Diesel,Manual,20.0,1399.0,68.05,5.0,4.5,9.0
9800,Honda,City,4.0,40000.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5.0,6.49,14.275
9801,Datsun,GO,5.0,50000.0,Individual,Petrol,Manual,19.02,1198.0,67.05,7.0,3.1,6.28
9802,Renault,Duster,5.0,130000.0,Individual,Diesel,Manual,19.87,1461.0,83.8,5.0,5.95,14.16888888888889
9804,Mahindra,XUV500,8.0,55000.0,Individual,Diesel,Manual,15.1,2179.0,140.0,7.0,7.49,20.01618556701031
9805,Hyundai,Verna,3.0,110000.0,Individual,Diesel,Manual,22.0,1582.0,126.2,5.0,9.0,14.578887559808614
9807,Hyundai,i20,1.0,7120.0,Individual,Petrol,Manual,18.6,1197.0,81.86,5.0,6.9,10.35
9808,Mahindra,Bolero,3.0,33500.0,Individual,Diesel,Manual,15.96,2523.0,62.1,7.0,6.95,9.595
9809,Maruti,Swift,2.0,12500.0,Individual,Petrol,Manual,21.21,1197.0,81.8,5.0,6.11,7.805
9810,Renault,Duster,6.0,38000.0,Dealer,Diesel,Manual,19.87,1461.0,83.8,5.0,6.85,14.16888888888889
9811,Ford,Ecosport,6.0,102693.0,Dealer,Diesel,Manual,23.0,1498.0,98.96,5.0,5.5,11.535
9812,Maruti,Wagon R,13.0,84915.0,Dealer,LPG,Manual,17.3,1061.0,57.5,5.0,1.75,6.185168439716312
